Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2016,,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,8.9
2010,,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,7.4
2019,,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,7.3
2018,,16 years and over,,,,,San Millán/Donemiliaga,PT,San Millán/Donemiliaga,7.8
2020,,16 years and over,,,,,Santurtzi,PT,Santurtzi,13.8
2018,,16 years and over,,,,,Santurtzi,PT,Santurtzi,16.1
2016,,16 years and over,,,,,Santurtzi,PT,Santurtzi,20.0
2010,,16 years and over,,,,,Santurtzi,PT,Santurtzi,11.2
2015,,16 years and over,,,,,Santurtzi,PT,Santurtzi,19.6
2019,,16 years and over,,,,,Santurtzi,PT,Santurtzi,14.9
2021,,16 years and over,,,,,Santurtzi,PT,Santurtzi,15.0
2018,,16 years and over,,,,,Segura,PT,Segura,7.7
2010,,16 years and over,,,,,Segura,PT,Segura,8.0
2019,,16 years and over,,,,,Segura,PT,Segura,6.7
2015,,16 years and over,,,,,Segura,PT,Segura,9.2
2021,,16 years and over,,,,,Segura,PT,Segura,6.0
2020,,16 years and over,,,,,Segura,PT,Segura,6.7
2016,,16 years and over,,,,,Segura,PT,Segura,8.7
2016,,16 years and over,,,,,Sestao,PT,Sestao,23.9
2015,,16 years and over,,,,,Sestao,PT,Sestao,22.5
2020,,16 years and over,,,,,Sestao,PT,Sestao,15.6
2019,,16 years and over,,,,,Sestao,PT,Sestao,17.3
2021,,16 years and over,,,,,Sestao,PT,Sestao,16.9
2010,,16 years and over,,,,,Sestao,PT,Sestao,12.6
2018,,16 years and over,,,,,Sestao,PT,Sestao,18.7
2018,,16 years and over,,,,,Sondika,PT,Sondika,8.6
2010,,16 years and over,,,,,Sondika,PT,Sondika,7.3
2015,,16 years and over,,,,,Sondika,PT,Sondika,13.1
2019,,16 years and over,,,,,Sondika,PT,Sondika,9.0
2020,,16 years and over,,,,,Sondika,PT,Sondika,7.8
2021,,16 years and over,,,,,Sondika,PT,Sondika,9.1
2016,,16 years and over,,,,,Sondika,PT,Sondika,12.2
2010,,16 years and over,,,,,Sopela,PT,Sopela,9.5
2016,,16 years and over,,,,,Sopela,PT,Sopela,13.2
2015,,16 years and over,,,,,Sopela,PT,Sopela,14.8
2021,,16 years and over,,,,,Sopela,PT,Sopela,10.9
2018,,16 years and over,,,,,Sopela,PT,Sopela,10.4
2020,,16 years and over,,,,,Sopela,PT,Sopela,9.0
2019,,16 years and over,,,,,Sopela,PT,Sopela,9.5
2010,,16 years and over,,,,,Sopuerta,PT,Sopuerta,10.3
2021,,16 years and over,,,,,Sopuerta,PT,Sopuerta,11.1
2015,,16 years and over,,,,,Sopuerta,PT,Sopuerta,17.6
2018,,16 years and over,,,,,Sopuerta,PT,Sopuerta,11.6
2020,,16 years and over,,,,,Sopuerta,PT,Sopuerta,8.4
2019,,16 years and over,,,,,Sopuerta,PT,Sopuerta,10.2
2016,,16 years and over,,,,,Sopuerta,PT,Sopuerta,15.0
2016,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,18.0
2020,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,12.2
2015,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,17.7
2010,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,9.6
2018,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,14.4
2021,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,13.0
2019,,16 years and over,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,12.8
2015,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,15.2
2010,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,9.0
2016,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,16.3
2020,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,11.8
2018,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,12.4
2021,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,10.7
2019,,16 years and over,,,,,Sukarrieta,PT,Sukarrieta,14.7
2019,,16 years and over,,,,,Tolosa,PT,Tolosa,7.9
2015,,16 years and over,,,,,Tolosa,PT,Tolosa,13.5
2018,,16 years and over,,,,,Tolosa,PT,Tolosa,9.4
2021,,16 years and over,,,,,Tolosa,PT,Tolosa,8.0
2016,,16 years and over,,,,,Tolosa,PT,Tolosa,12.2
2010,,16 years and over,,,,,Tolosa,PT,Tolosa,7.5
2020,,16 years and over,,,,,Tolosa,PT,Tolosa,7.3
2016,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,22.6
2021,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,15.8
2010,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,11.6
2015,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,17.6
2018,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,21.5
2020,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,11.6
2019,,16 years and over,,,,,Trucios-Turtzioz,PT,Trucios-Turtzioz,15.0
2015,,16 years and over,,,,,Ubide,PT,Ubide,10.6
2018,,16 years and over,,,,,Ubide,PT,Ubide,8.8
2016,,16 years and over,,,,,Ubide,PT,Ubide,9.9
2019,,16 years and over,,,,,Ubide,PT,Ubide,11.0
2010,,16 years and over,,,,,Ubide,PT,Ubide,5.4
2021,,16 years and over,,,,,Ubide,PT,Ubide,15.1
2020,,16 years and over,,,,,Ubide,PT,Ubide,8.1
2010,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,7.6
2016,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,17.2
2015,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,15.5
2020,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,9.6
2021,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,10.8
2018,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,12.1
2019,,16 years and over,,,,,Ugao-Miraballes,PT,Ugao-Miraballes,10.7
2019,,16 years and over,,,,,Urduliz,PT,Urduliz,9.2
2018,,16 years and over,,,,,Urduliz,PT,Urduliz,9.9
2021,,16 years and over,,,,,Urduliz,PT,Urduliz,10.0
2010,,16 years and over,,,,,Urduliz,PT,Urduliz,8.8
2016,,16 years and over,,,,,Urduliz,PT,Urduliz,12.1
2020,,16 years and over,,,,,Urduliz,PT,Urduliz,9.5
2015,,16 years and over,,,,,Urduliz,PT,Urduliz,14.2
2020,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,13.4
2019,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,14.9
2018,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,14.5
2010,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,10.2
2016,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,19.3
2021,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,14.2
2015,,16 years and over,,,,,Urduña/Orduña,PT,Urduña/Orduña,19.1
2015,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,13.3
2019,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,9.9
2021,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,10.9
2010,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,6.4
2020,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,9.3
2016,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,11.2
2018,,16 years and over,,,,,Urkabustaiz,PT,Urkabustaiz,9.1
2015,,16 years and over,,,,,Urnieta,PT,Urnieta,11.9
2020,,16 years and over,,,,,Urnieta,PT,Urnieta,6.7
2019,,16 years and over,,,,,Urnieta,PT,Urnieta,7.3
2016,,16 years and over,,,,,Urnieta,PT,Urnieta,11.7
2018,,16 years and over,,,,,Urnieta,PT,Urnieta,8.0
2021,,16 years and over,,,,,Urnieta,PT,Urnieta,8.9
2010,,16 years and over,,,,,Urnieta,PT,Urnieta,7.6
2015,,16 years and over,,,,,Urretxu,PT,Urretxu,13.0
2021,,16 years and over,,,,,Urretxu,PT,Urretxu,8.5
2016,,16 years and over,,,,,Urretxu,PT,Urretxu,11.0
2010,,16 years and over,,,,,Urretxu,PT,Urretxu,7.0
2018,,16 years and over,,,,,Urretxu,PT,Urretxu,9.1
2019,,16 years and over,,,,,Urretxu,PT,Urretxu,8.0
2020,,16 years and over,,,,,Urretxu,PT,Urretxu,7.6
2015,,16 years and over,,,,,Usurbil,PT,Usurbil,12.2
2020,,16 years and over,,,,,Usurbil,PT,Usurbil,7.0
2021,,16 years and over,,,,,Usurbil,PT,Usurbil,8.2
2010,,16 years and over,,,,,Usurbil,PT,Usurbil,7.3
2018,,16 years and over,,,,,Usurbil,PT,Usurbil,8.6
2019,,16 years and over,,,,,Usurbil,PT,Usurbil,7.4
2016,,16 years and over,,,,,Usurbil,PT,Usurbil,10.9
2021,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,16.0
2018,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,9.2
2019,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,9.8
2010,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,10.0
2016,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,14.4
2020,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,11.5
2015,,16 years and over,,,,,Valdegovía/Gaubea,PT,Valdegovía/Gaubea,14.6
2015,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,17.5
2021,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,12.3
2010,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,9.6
2018,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,13.7
2019,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,12.4
2020,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,11.2
2016,,16 years and over,,,,,Valle de Trápaga-Trapagaran,PT,Valle de Trápaga-Trapagaran,17.2
2016,,16 years and over,,,,,Villabona,PT,Villabona,14.2
2010,,16 years and over,,,,,Villabona,PT,Villabona,9.3
2020,,16 years and over,,,,,Villabona,PT,Villabona,9.2
2021,,16 years and over,,,,,Villabona,PT,Villabona,10.4
2018,,16 years and over,,,,,Villabona,PT,Villabona,11.1
2019,,16 years and over,,,,,Villabona,PT,Villabona,8.7
2015,,16 years and over,,,,,Villabona,PT,Villabona,14.8
2018,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,4.3
2021,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,10.3
2020,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,6.6
2010,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,7.0
2019,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,2.9
2016,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,6.6
2015,,16 years and over,,,,,Villabuena de Álava/Eskuernaga,PT,Villabuena de Álava/Eskuernaga,9.7
2015,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,15.8
2020,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.5
2010,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.0
2018,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,11.9
2021,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,12.1
2016,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,15.0
2019,,16 years and over,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,11.2
2020,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,11.2
2019,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,8.2
2010,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,12.3
2021,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,9.8
2015,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,20.2
2016,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,17.3
2018,,16 years and over,,,,,Yécora/Iekora,PT,Yécora/Iekora,9.2
2021,,16 years and over,,,,,Zaldibar,PT,Zaldibar,9.5
2015,,16 years and over,,,,,Zaldibar,PT,Zaldibar,13.8
2010,,16 years and over,,,,,Zaldibar,PT,Zaldibar,8.8
2019,,16 years and over,,,,,Zaldibar,PT,Zaldibar,9.7
2020,,16 years and over,,,,,Zaldibar,PT,Zaldibar,7.3
2018,,16 years and over,,,,,Zaldibar,PT,Zaldibar,9.9
2016,,16 years and over,,,,,Zaldibar,PT,Zaldibar,12.9
2019,,16 years and over,,,,,Zaldibia,PT,Zaldibia,6.3
2021,,16 years and over,,,,,Zaldibia,PT,Zaldibia,9.1
2018,,16 years and over,,,,,Zaldibia,PT,Zaldibia,5.5
2015,,16 years and over,,,,,Zaldibia,PT,Zaldibia,12.7
2020,,16 years and over,,,,,Zaldibia,PT,Zaldibia,5.7
2016,,16 years and over,,,,,Zaldibia,PT,Zaldibia,10.1
2010,,16 years and over,,,,,Zaldibia,PT,Zaldibia,6.8
2010,,16 years and over,,,,,Zalduondo,PT,Zalduondo,5.6
2016,,16 years and over,,,,,Zalduondo,PT,Zalduondo,10.6
2015,,16 years and over,,,,,Zalduondo,PT,Zalduondo,11.4
2021,,16 years and over,,,,,Zalduondo,PT,Zalduondo,8.3
2019,,16 years and over,,,,,Zalduondo,PT,Zalduondo,3.9
2020,,16 years and over,,,,,Zalduondo,PT,Zalduondo,6.4
2018,,16 years and over,,,,,Zalduondo,PT,Zalduondo,6.8
2019,,16 years and over,,,,,Zalla,PT,Zalla,13.6
2016,,16 years and over,,,,,Zalla,PT,Zalla,20.4
2018,,16 years and over,,,,,Zalla,PT,Zalla,14.8
2015,,16 years and over,,,,,Zalla,PT,Zalla,20.6
2021,,16 years and over,,,,,Zalla,PT,Zalla,13.3
2020,,16 years and over,,,,,Zalla,PT,Zalla,12.9
2010,,16 years and over,,,,,Zalla,PT,Zalla,9.9
2010,,16 years and over,,,,,Zambrana,PT,Zambrana,13.5
2015,,16 years and over,,,,,Zambrana,PT,Zambrana,24.5
2019,,16 years and over,,,,,Zambrana,PT,Zambrana,14.6
2021,,16 years and over,,,,,Zambrana,PT,Zambrana,14.1
2018,,16 years and over,,,,,Zambrana,PT,Zambrana,19.6
2020,,16 years and over,,,,,Zambrana,PT,Zambrana,10.6
2016,,16 years and over,,,,,Zambrana,PT,Zambrana,19.1
2020,,16 years and over,,,,,Zamudio,PT,Zamudio,8.5
2019,,16 years and over,,,,,Zamudio,PT,Zamudio,9.5
2016,,16 years and over,,,,,Zamudio,PT,Zamudio,12.9
2015,,16 years and over,,,,,Zamudio,PT,Zamudio,14.6
2018,,16 years and over,,,,,Zamudio,PT,Zamudio,9.8
2021,,16 years and over,,,,,Zamudio,PT,Zamudio,9.8
2010,,16 years and over,,,,,Zamudio,PT,Zamudio,8.9
2021,,16 years and over,,,,,Zaratamo,PT,Zaratamo,13.1
2020,,16 years and over,,,,,Zaratamo,PT,Zaratamo,11.4
2010,,16 years and over,,,,,Zaratamo,PT,Zaratamo,8.9
2015,,16 years and over,,,,,Zaratamo,PT,Zaratamo,17.3
2018,,16 years and over,,,,,Zaratamo,PT,Zaratamo,12.9
2016,,16 years and over,,,,,Zaratamo,PT,Zaratamo,16.4
2019,,16 years and over,,,,,Zaratamo,PT,Zaratamo,13.2
2010,,16 years and over,,,,,Zarautz,PT,Zarautz,9.1
2015,,16 years and over,,,,,Zarautz,PT,Zarautz,13.8
2020,,16 years and over,,,,,Zarautz,PT,Zarautz,7.3
2021,,16 years and over,,,,,Zarautz,PT,Zarautz,8.4
2019,,16 years and over,,,,,Zarautz,PT,Zarautz,7.6
2018,,16 years and over,,,,,Zarautz,PT,Zarautz,8.6
2016,,16 years and over,,,,,Zarautz,PT,Zarautz,12.5
2019,,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.9
2021,,16 years and over,,,,,Zeanuri,PT,Zeanuri,8.4
2020,,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.3
2015,,16 years and over,,,,,Zeanuri,PT,Zeanuri,9.4
2016,,16 years and over,,,,,Zeanuri,PT,Zeanuri,7.1
2010,,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.7
2018,,16 years and over,,,,,Zeanuri,PT,Zeanuri,6.5
2021,,16 years and over,,,,,Zeberio,PT,Zeberio,9.0
2019,,16 years and over,,,,,Zeberio,PT,Zeberio,8.3
2018,,16 years and over,,,,,Zeberio,PT,Zeberio,9.7
2016,,16 years and over,,,,,Zeberio,PT,Zeberio,11.0
2010,,16 years and over,,,,,Zeberio,PT,Zeberio,4.8
2020,,16 years and over,,,,,Zeberio,PT,Zeberio,7.9
2015,,16 years and over,,,,,Zeberio,PT,Zeberio,12.0
2010,,16 years and over,,,,,Zegama,PT,Zegama,9.9
2016,,16 years and over,,,,,Zegama,PT,Zegama,12.2
2020,,16 years and over,,,,,Zegama,PT,Zegama,5.7
2018,,16 years and over,,,,,Zegama,PT,Zegama,8.6
2021,,16 years and over,,,,,Zegama,PT,Zegama,7.0
2019,,16 years and over,,,,,Zegama,PT,Zegama,7.1
2015,,16 years and over,,,,,Zegama,PT,Zegama,11.4
2016,,16 years and over,,,,,Zerain,PT,Zerain,9.1
2018,,16 years and over,,,,,Zerain,PT,Zerain,7.4
2019,,16 years and over,,,,,Zerain,PT,Zerain,2.6
2021,,16 years and over,,,,,Zerain,PT,Zerain,2.5
2020,,16 years and over,,,,,Zerain,PT,Zerain,5.1
2010,,16 years and over,,,,,Zerain,PT,Zerain,7.0
2015,,16 years and over,,,,,Zerain,PT,Zerain,12.7
2010,,16 years and over,,,,,Zestoa,PT,Zestoa,9.8
2019,,16 years and over,,,,,Zestoa,PT,Zestoa,10.8
2018,,16 years and over,,,,,Zestoa,PT,Zestoa,11.7
2016,,16 years and over,,,,,Zestoa,PT,Zestoa,15.9
2015,,16 years and over,,,,,Zestoa,PT,Zestoa,17.7
2020,,16 years and over,,,,,Zestoa,PT,Zestoa,9.9
2021,,16 years and over,,,,,Zestoa,PT,Zestoa,11.3
2020,,16 years and over,,,,,Zierbena,PT,Zierbena,10.8
2015,,16 years and over,,,,,Zierbena,PT,Zierbena,17.5
2018,,16 years and over,,,,,Zierbena,PT,Zierbena,11.9
2019,,16 years and over,,,,,Zierbena,PT,Zierbena,9.1
2016,,16 years and over,,,,,Zierbena,PT,Zierbena,15.6
2010,,16 years and over,,,,,Zierbena,PT,Zierbena,8.4
2021,,16 years and over,,,,,Zierbena,PT,Zierbena,12.2
2020,,16 years and over,,,,,Zigoitia,PT,Zigoitia,5.8
2021,,16 years and over,,,,,Zigoitia,PT,Zigoitia,5.4
2016,,16 years and over,,,,,Zigoitia,PT,Zigoitia,7.9
2019,,16 years and over,,,,,Zigoitia,PT,Zigoitia,5.0
2015,,16 years and over,,,,,Zigoitia,PT,Zigoitia,8.2
2018,,16 years and over,,,,,Zigoitia,PT,Zigoitia,4.7
2010,,16 years and over,,,,,Zigoitia,PT,Zigoitia,4.8
2019,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,7.6
2020,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,5.1
2016,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,13.4
2015,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,9.5
2018,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,9.0
2021,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,6.3
2010,,16 years and over,,,,,Ziortza-Bolibar,PT,Ziortza-Bolibar,11.8
2019,,16 years and over,,,,,Zizurkil,PT,Zizurkil,8.5
2015,,16 years and over,,,,,Zizurkil,PT,Zizurkil,14.8
2021,,16 years and over,,,,,Zizurkil,PT,Zizurkil,10.1
2020,,16 years and over,,,,,Zizurkil,PT,Zizurkil,9.0
2018,,16 years and over,,,,,Zizurkil,PT,Zizurkil,10.5
2016,,16 years and over,,,,,Zizurkil,PT,Zizurkil,13.2
2010,,16 years and over,,,,,Zizurkil,PT,Zizurkil,9.1
2019,,16 years and over,,,,,Zuia,PT,Zuia,5.5
2015,,16 years and over,,,,,Zuia,PT,Zuia,11.4
2018,,16 years and over,,,,,Zuia,PT,Zuia,5.5
2020,,16 years and over,,,,,Zuia,PT,Zuia,4.5
2010,,16 years and over,,,,,Zuia,PT,Zuia,7.6
2021,,16 years and over,,,,,Zuia,PT,Zuia,6.5
2016,,16 years and over,,,,,Zuia,PT,Zuia,9.4
2016,,16 years and over,,,,,Zumaia,PT,Zumaia,13.9
2010,,16 years and over,,,,,Zumaia,PT,Zumaia,8.7
2021,,16 years and over,,,,,Zumaia,PT,Zumaia,9.0
2020,,16 years and over,,,,,Zumaia,PT,Zumaia,7.6
2019,,16 years and over,,,,,Zumaia,PT,Zumaia,8.2
2015,,16 years and over,,,,,Zumaia,PT,Zumaia,12.9
2018,,16 years and over,,,,,Zumaia,PT,Zumaia,9.2
2015,,16 years and over,,,,,Zumarraga,PT,Zumarraga,15.0
2016,,16 years and over,,,,,Zumarraga,PT,Zumarraga,14.4
2018,,16 years and over,,,,,Zumarraga,PT,Zumarraga,11.4
2021,,16 years and over,,,,,Zumarraga,PT,Zumarraga,11.0
2019,,16 years and over,,,,,Zumarraga,PT,Zumarraga,10.2
2010,,16 years and over,,,,,Zumarraga,PT,Zumarraga,10.0
2020,,16 years and over,,,,,Zumarraga,PT,Zumarraga,9.4
2020,,16 years and over,,,,Añana (county),,PT,Añana (county),9.5
2019,,16 years and over,,,,Añana (county),,PT,Añana (county),9.6
2015,,16 years and over,,,,Añana (county),,PT,Añana (county),17.3
2016,,16 years and over,,,,Añana (county),,PT,Añana (county),14.5
2010,,16 years and over,,,,Añana (county),,PT,Añana (county),10.8
2018,,16 years and over,,,,Añana (county),,PT,Añana (county),11.3
2021,,16 years and over,,,,Añana (county),,PT,Añana (county),11.2
2018,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,13.4
2010,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,13.3
2020,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,11.9
2021,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,13.5
2016,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,16.8
2015,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,19.1
2019,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,PT,Arabako Errioxa / Rioja Alavesa,12.8
2020,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,10.8
2010,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,8.9
2016,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,15.6
2018,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,12.1
2019,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,11.2
2015,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,16.1
2021,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,PT,Arabako Kantaurialdea / Cantábrica Alavesa,12.0
2010,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,9.9
2016,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,14.9
2015,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,15.7
2019,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,11.2
2020,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,10.5
2021,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,12.0
2018,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,PT,Arabako Lautada / Llanada Alavesa,11.8
2018,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,9.0
2010,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,7.7
2021,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,8.5
2019,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,7.0
2020,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,7.0
2015,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,10.5
2016,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,PT,Arabako Mendialdea / Montaña Alavesa,10.4
2021,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,10.8
2010,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,8.1
2016,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,14.3
2018,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,11.1
2019,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,10.1
2015,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,14.6
2020,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,PT,Arratia Nerbioi / Arratia-Nervión,9.5
2019,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,PT,Bidasoa Beherea / Bajo Bidasoa,10.8
